Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
t0200,Table 0200 - Main aggregates of general government,T0200,,57,
t0301,Table 0301- Output and income,T0301,,58,
t0302,Table 0302 - Capital formation,T0302,,59,
t0303,Table 0303 - Employment,T0303,,60,
t0501,Table 0501 - Final consumption expenditure of households by purpose,T0501,,61,
t0502,Table 0502 - Final consumption expenditure of households,T0502,,62,
t0610,"Table 0610 - Financial accounts by sector (transactions), consolidated",T0610,,63,
t0611,"Table 0611 - Other change in volume accounts, consolidated",T0611,,64,
t0612,"Table 0612 - Revaluation of financial instruments accounts, consolidated",T0612,,65,
t0620,"Table 0620 - Financial accounts by sector (transactions), non-consolidated",T0620,,66,
t0621,"Table 0621 - Other change in volume accounts, non-consolidated",T0621,,67,
t0622,"Table 0622 - Revaluation of financial instruments accounts, non-consolidated",T0622,,68,
t0625,"Table 0625 - Financial accounts by sector (transactions), counterpart information, non-consolidated",T0625,,69,
t0710,"Table 0710 - Balance sheets for financial assets and liabilities (stocks), consolidated",T0710,,70,
t0720,"Table 0720 - Balance sheets for financial assets and liabilities (stocks), non-consolidated",T0720,,71,
t0725,"Table 0725 - Balance sheets for financial assets and liabilities (stocks), counterpart information, non-consolidated",T0725,,72,
t0800,Table 0800 - Non-financial accounts by sector - annual,T0800,,73,
t0801,Table 0801 - Non-financial accounts by sector - quarterly,T0801,,74,
t0801sa,Table 0801SA - QSA Quarterly sector accounts: seasonally adjusted and volume data,T0801SA,,75,
t0900,Table 0900 - Detailed tax and social contribution receipts by type of tax or social contribution and receiving sub-sector including the list of taxes and social contributions according to national classification,T0900,,76,
t0999,Table 0999 - Questionnaire NTL - Detailed list of taxes and social contributions according to national classification,T0999,,77,
t1001,Table 1001 - Tables by region (NUTS II),T1001,,78,
t1002,Table 1002 - Tables by industry and by region (NUTS II),T1002,,79,
t1100,Table 1100 - General Government expenditure by function,T1100,,80,
t1200,"Table 1200 - Tables by industry, A6 and by region (NUTS III)",T1200,,81,
t1300,Table 1300 - Households accounts by region (NUTS II),T1300,,82,
t1500,"Table 1500 - Supply table at basic prices, including a transformation into purchasers' prices",T1500,,83,
t1600,Table 1600 - Use Table at purchasers' prices,T1600,,84,
t1601,Table 1601 - Use table for domestic input at purchasers' prices,T1601,,85,
t1602,Table 1602 - Use table for imports at purchasers' prices,T1602,,86,
t1610,Table 1610 - Use table at basic prices,T1610,,87,
t1611,Table 1611 - Use table for domestic input at basic prices,T1611,,88,
t1612,Table 1612 - Use table for imports at basic prices,T1612,,89,
t1620,Table 1620 - Trade and transport margins,T1620,,90,
t1630,Table 1630 - Taxes less subsidies on products,T1630,,91,
t1631,Table 1631 - Taxes less subsidies on products - excluding VAT,T1631,,92,
t1632,Table 1632 - Value added tax,T1632,,93,
t1633,Table 1633 - Taxes on products,T1633,,94,
t1634,Table 1634 - Subsidies on products,T1634,,95,
t1750,Table 1700 - Symmetric Input-output table (industry*industry),T1750,,96,
t1700,Table 1700 - Symmetric Input-output table (product*product),T1700,,97,
t1800,Table 1800 - Symmetric Input-output table for domestic production (product*product),T1800,,98,
t1850,Table 1850 - Symmetric Input-output table for domestic production (industry*industry),T1850,,99,
t1900,Table 1900 - Symmetric Input-output table for imports (product*product),T1900,,100,
t1950,Table 1950 - Symmetric Input-output table for imports (industry*industry),T1950,,101,
t2000,Table 2000 - Cross-classification of fixed assets by industry and by asset,T2000,,102,
t2200,Table 2200 - Cross-classification of gross fixed capital formation by industry and by asset,T2200,,103,
t2500,Table 2500 - Quarterly non-financial accounts for general government,T2500,,104,
t2600,Table 2600 - Balance sheets for non-financial assets,T2600,,105,
t2700,Table 2700 - Quarterly financial accounts of general government,T2700,,106,
t2800,Table 2800 - Quarterly government debt (Maastricht debt),T2800,,107,
t2899,Table 2899 - Quarterly intergovernmental lending by counter-party government,T2899,,108,
t2900,Table 2900 - Pension schemes in social insurance: base case,T2900,,109,
t2901,Table 2901 - Pension schemes in social insurance: sensitivity analysis 1,T2901,,110,
t2902,Table 2902 - Pension schemes in social insurance: sensitivity analysis 2,T2902,,111,
t7hh,Table 7HH - Households' assets and liabilities,T7HH,,112,
t7ii,Table 7II - Institutional investors,T7II,,113,
psd,Table PSD - Public sector debt,PSD,,114,
tsb720,"Table SB720 - Non-bank financial intermediation (financial stocks), non-consolidated",TSB720,,115,
t0101t0103,"Tables 0101, 0102 and 0103",T0101T0103,,116,
t0117_0501_0502,"Tables 0117, 0501 and 0502",T0117_0501_0502,,117,
t0302_2200,Tables 0302 and 2200,T0302_2200,,118,
