Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
cp03142,Repair and hire of clothing,CP03142,,394,
cp0322,Repair and hire of footwear,CP0322,,395,
cp03220,Repair and hire of footwear,CP03220,,396,
cp0915,"Repair of audio-visual, photographic and information processing equipment",CP0915,,397,
cp09150,"Repair of audio-visual, photographic and information processing equipment",CP09150,,398,
cp12122,Repair of electric appliances for personal care,CP12122,,399,
cp09323,"Repair of equipment for sport, camping and open-air recreation",CP09323,,400,
cp0513,"Repair of furniture, furnishings and floor coverings",CP0513,,401,
cp05130,"Repair of furniture, furnishings and floor coverings",CP05130,,402,
cp05404,"Repair of glasseware, tableware and household ustensils",CP05404,,403,
cp0533,Repair of household appliances,CP0533,,404,
cp05330,Repair of household appliances,CP05330,,405,
cp12313,"Repair of jewellery, clocks and watches",CP12313,,406,
cp05523,Repair of non-motorised small tools and miscellaneous accessories,CP05523,,407,
cp12323,Repair of other personal effects,CP12323,,408,
cp08204,Repair of telephone or telefax equipment,CP08204,,409,
cp06133,Repair of therapeutic appliances and equipment,CP06133,,410,
cp05512,"Repair, leasing and rental of major tools and equipment",CP05512,,411,
cp11,Restaurants and hotels,CP11,,412,
cp11111,"Restaurants, caf‚s and dancing establishments",CP11111,,413,
cp1111,"Restaurants, caf‚s and the like",CP1111,,414,
cp12402,Retirement homes for elderly persons and residences for disabled persons,CP12402,,415,
cp01111,Rice,CP01111,,416,
cp01192,"Salt, spices and culinary herbs",CP01192,,417,
cp01191,"Sauces, condiments",CP01191,,418,
cp07112,Second-hand motor cars,CP07112,,419,
cp102,Secondary education,CP102,,420,
cp1020,Secondary education,CP1020,,421,
cp10200,Secondary education,CP10200,,422,
cp04442,Security services,CP04442,,423,
cp0432,Services for the maintenance and repair of the dwelling,CP0432,,424,
cp04325,Services of carpenters,CP04325,,425,
cp04322,Services of electricians,CP04322,,426,
cp05123,Services of laying of fitted carpets and floor coverings,CP05123,,427,
cp06231,Services of medical analysis laboratories and X-ray centres,CP06231,,428,
cp04324,Services of painters,CP04324,,429,
cp04321,Services of plumbers,CP04321,,430,
cp12403,Services to maintain people in their private homes,CP12403,,431,
cp0443,Sewerage collection,CP0443,,432,
cp04430,Sewerage collection,CP04430,,433,
cp05316,Sewing and knitting machines,CP05316,,434,
cp0321,Shoes and other footwear,CP0321,,435,
cp0532,Small electric household appliances,CP0532,,436,
cp0552,Small tools and miscellaneous accessories,CP0552,,437,
cp124,Social protection,CP124,,438,
cp1240,Social protection,CP1240,,439,
cp01222,Soft drinks,CP01222,,440,
cp09133,Software,CP09133,,441,
cp0454,Solid fuels,CP0454,,442,
cp07212,Spare parts for personal transport equipment,CP07212,,443,
cp0721,Spares parts and accessories for personal transport equipment,CP0721,,444,
cp06212,Specialist practice,CP06212,,445,
cp0211,Spirits,CP0211,,446,
cp02111,Spirits and liqueurs,CP02111,,447,
cp0954,Stationery and drawing materials,CP0954,,448,
cp01181,Sugar,CP01181,,449,
cp0118,"Sugar, jam, honey, chocolate and confectionery",CP0118,,450,
cp05203,Table linen and bathroom linen,CP05203,,451,
cp01212,Tea,CP01212,,452,
cp082,Telephone and telefax equipment,CP082,,453,
cp0820,Telephone and telefax equipment,CP0820,,454,
cp082_083,Telephone and telefax equipment and services,CP082_083,,455,
cp083,Telephone and telefax services,CP083,,456,
cp0830,Telephone and telefax services,CP0830,,457,
cp09423,"Television and radio licence fees, subscriptions",CP09423,,458,
cp104,Tertiary education,CP104,,459,
cp1040,Tertiary education,CP1040,,460,
cp10400,Tertiary education,CP10400,,461,
cp0613,Therapeutic appliances and equipment,CP0613,,462,
cp06232,"Thermal-baths, corrective-gymnastic therapy, ambulance and hire of therapeutic equipment",CP06232,,463,
cp05324,Toasters and grills,CP05324,,464,
cp022,Tobacco,CP022,,465,
cp0220,Tobacco,CP0220,,466,
cp07242,Toll facilities and parking meters,CP07242,,467,
cp055,Tools and equipment for house and garden,CP055,,468,
_t,Total,_T,,469,
_txcp041_042,Total except actual rents,_TXCP041_042,,470,
cp09312,Toys and celebration articles,CP09312,,471,
cp07,Transport,CP07,,472,
cp073,Transport services,CP073,,473,
cp12321,Travel goods,CP12321,,474,
cp12542,Travel insurance,CP12542,,475,
cp07211,Tyres,CP07211,,476,
cp09142,Unrecorded recording media,CP09142,,477,
cp0117,Vegetables,CP0117,,478,
cp0935,Veterinary and other services for pets,CP0935,,479,
cp09350,Veterinary and other services for pets,CP09350,,480,
cp0441,Water supply,CP0441,,481,
cp04410,Water supply,CP04410,,482,
cp044,Water supply and miscellaneous services relating to the dwelling,CP044,,483,
cp01141,Whole milk,CP01141,,484,
cp0212,Wine,CP0212,,485,
cp02121,Wine from grapes,CP02121,,486,
cp02122,Wine from other fruits,CP02122,,487,
cp02124,Wine-based drinks,CP02124,,488,
cp08301,Wired telephone services,CP08301,,489,
cp08302,Wireless telephone services,CP08302,,490,
cp01144,Yoghurt,CP01144,,491,
